,image,text,output
1226,diagram_320.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1227,diagram_320.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1228,diagram_320.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
1229,diagram_320.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1230,diagram_321.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1231,diagram_321.png,How many external legs are there in the diagram?,"There are no external legs in the diagram. The diagram is a representation of a molecule, specifically a protein, with its various components and connections."
1232,diagram_321.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1233,diagram_321.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
1234,diagram_321.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.
1235,diagram_322.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1236,diagram_322.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1237,diagram_322.png,How many internal edges are there in the diagram?,"In the diagram, there are four internal edges."
1238,diagram_322.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
1239,diagram_322.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1240,diagram_323.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1241,diagram_323.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1242,diagram_323.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1243,diagram_323.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1244,diagram_323.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and photons."
1245,diagram_33.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1246,diagram_33.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1247,diagram_33.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1248,diagram_33.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
1249,diagram_33.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1250,diagram_34.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1251,diagram_34.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1252,diagram_34.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1253,diagram_34.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1254,diagram_34.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
1255,diagram_35.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1256,diagram_35.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1257,diagram_35.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.
1258,diagram_35.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1259,diagram_35.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and photons.
1260,diagram_36.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1261,diagram_36.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1262,diagram_36.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1263,diagram_36.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1264,diagram_36.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1265,diagram_37.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1266,diagram_37.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1267,diagram_37.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1268,diagram_37.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
1269,diagram_37.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1270,diagram_38.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1271,diagram_38.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1272,diagram_38.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1273,diagram_38.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
1274,diagram_38.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1275,diagram_39.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1276,diagram_39.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1277,diagram_39.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1278,diagram_39.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1279,diagram_39.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1280,diagram_4.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1281,diagram_4.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1282,diagram_4.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1283,diagram_4.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices and three interaction edges."
1284,diagram_4.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1285,diagram_40.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1286,diagram_40.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1287,diagram_40.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1288,diagram_40.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1289,diagram_40.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1290,diagram_41.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1291,diagram_41.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1292,diagram_41.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1293,diagram_41.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1294,diagram_41.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1295,diagram_42.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1296,diagram_42.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1297,diagram_42.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1298,diagram_42.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1299,diagram_42.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1300,diagram_43.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1301,diagram_43.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1302,diagram_43.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
1303,diagram_43.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction vertices."
1304,diagram_43.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1305,diagram_44.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1306,diagram_44.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1307,diagram_44.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1308,diagram_44.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1309,diagram_44.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1310,diagram_45.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1311,diagram_45.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1312,diagram_45.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1313,diagram_45.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1314,diagram_45.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1315,diagram_46.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1316,diagram_46.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1317,diagram_46.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1318,diagram_46.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
1319,diagram_46.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1320,diagram_47.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1321,diagram_47.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1322,diagram_47.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1323,diagram_47.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
1324,diagram_47.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1325,diagram_48.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1326,diagram_48.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1327,diagram_48.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1328,diagram_48.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
1329,diagram_48.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1330,diagram_49.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1331,diagram_49.png,How many external legs are there in the diagram?,"There are no external legs in the diagram. The diagram is a mathematical representation of a triangle, which is a geometric shape with three sides and three vertices."
1332,diagram_49.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1333,diagram_49.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1334,diagram_49.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1335,diagram_5.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1336,diagram_5.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1337,diagram_5.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1338,diagram_5.png,How many interaction vertices are there in the diagram?,There are 12 vertices in the diagram.
1339,diagram_5.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1340,diagram_50.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1341,diagram_50.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1342,diagram_50.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1343,diagram_50.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 18 edges."
1344,diagram_50.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1345,diagram_51.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1346,diagram_51.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1347,diagram_51.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1348,diagram_51.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
1349,diagram_51.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1350,diagram_52.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1351,diagram_52.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1352,diagram_52.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1353,diagram_52.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
1354,diagram_52.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1355,diagram_53.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1356,diagram_53.png,How many external legs are there in the diagram?,"There are no external legs in the diagram. The diagram is a representation of a chemical reaction, specifically the formation of a double bond between two atoms."
1357,diagram_53.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1358,diagram_53.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices and one interaction line."
1359,diagram_53.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: Z and H."
1360,diagram_54.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1361,diagram_54.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1362,diagram_54.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1363,diagram_54.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 14 edges."
1364,diagram_54.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1365,diagram_55.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
1366,diagram_55.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1367,diagram_55.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1368,diagram_55.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
1369,diagram_55.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1370,diagram_56.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1371,diagram_56.png,How many external legs are there in the diagram?,There are no external legs in the diagram. The diagram is focused on the electrical connections and the flow of electricity through the circuit.
1372,diagram_56.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1373,diagram_56.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1374,diagram_56.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.
1375,diagram_57.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1376,diagram_57.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1377,diagram_57.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1378,diagram_57.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 12 edges."
1379,diagram_57.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1380,diagram_58.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1381,diagram_58.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1382,diagram_58.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1383,diagram_58.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
1384,diagram_58.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1385,diagram_59.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1386,diagram_59.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1387,diagram_59.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1388,diagram_59.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1389,diagram_59.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1390,diagram_6.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1391,diagram_6.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1392,diagram_6.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1393,diagram_6.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1394,diagram_6.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1395,diagram_60.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1396,diagram_60.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1397,diagram_60.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1398,diagram_60.png,How many interaction vertices are there in the diagram?,The diagram shows a network of 10 vertices connected by lines.
1399,diagram_60.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1400,diagram_61.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1401,diagram_61.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1402,diagram_61.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1403,diagram_61.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1404,diagram_61.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1405,diagram_62.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1406,diagram_62.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1407,diagram_62.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1408,diagram_62.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 14 interaction points."
1409,diagram_62.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1410,diagram_63.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1411,diagram_63.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1412,diagram_63.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1413,diagram_63.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, including the vertices of the triangles and the vertices of the polygons."
1414,diagram_63.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1415,diagram_64.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1416,diagram_64.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1417,diagram_64.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1418,diagram_64.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 10 vertices, including the 5 vertices of the triangle and the 5 vertices of the square."
1419,diagram_64.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1420,diagram_65.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1421,diagram_65.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1422,diagram_65.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1423,diagram_65.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 10 vertices, including the central circle and the 9 other vertices connected by lines."
1424,diagram_65.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1425,diagram_66.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
1426,diagram_66.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1427,diagram_66.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1428,diagram_66.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 12 edges."
1429,diagram_66.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1430,diagram_67.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1431,diagram_67.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1432,diagram_67.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1433,diagram_67.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1434,diagram_67.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1435,diagram_68.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1436,diagram_68.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1437,diagram_68.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1438,diagram_68.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1439,diagram_68.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1440,diagram_69.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1441,diagram_69.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1442,diagram_69.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1443,diagram_69.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
1444,diagram_69.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1445,diagram_7.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1446,diagram_7.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1447,diagram_7.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1448,diagram_7.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 10 vertices, which are the points where the lines intersect."
1449,diagram_7.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1450,diagram_70.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1451,diagram_70.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1452,diagram_70.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
1453,diagram_70.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
1454,diagram_70.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1455,diagram_71.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1456,diagram_71.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1457,diagram_71.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1458,diagram_71.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 12 edges."
1459,diagram_71.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1460,diagram_72.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1461,diagram_72.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1462,diagram_72.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1463,diagram_72.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1464,diagram_72.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1465,diagram_73.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1466,diagram_73.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1467,diagram_73.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1468,diagram_73.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction lines connecting them."
1469,diagram_73.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1470,diagram_74.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1471,diagram_74.png,How many external legs are there in the diagram?,There are no external legs in the diagram. The diagram is a mathematical representation of a square grid with various symbols and equations.
1472,diagram_74.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1473,diagram_74.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 interaction vertices."
1474,diagram_74.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1475,diagram_75.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1476,diagram_75.png,How many external legs are there in the diagram?,There are no external legs in the diagram. The diagram is a mathematical equation with various symbols and lines.
1477,diagram_75.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1478,diagram_75.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1479,diagram_75.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.
1480,diagram_76.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1481,diagram_76.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1482,diagram_76.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1483,diagram_76.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1484,diagram_76.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white.
1485,diagram_77.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1486,diagram_77.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1487,diagram_77.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1488,diagram_77.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1489,diagram_77.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1490,diagram_78.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1491,diagram_78.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1492,diagram_78.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1493,diagram_78.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
1494,diagram_78.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1495,diagram_79.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1496,diagram_79.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1497,diagram_79.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1498,diagram_79.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1499,diagram_79.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1500,diagram_8.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1501,diagram_8.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1502,diagram_8.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1503,diagram_8.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1504,diagram_8.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1505,diagram_80.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1506,diagram_80.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1507,diagram_80.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1508,diagram_80.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1509,diagram_80.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1510,diagram_81.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1511,diagram_81.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1512,diagram_81.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
1513,diagram_81.png,How many interaction vertices are there in the diagram?,There are 12 vertices in the diagram.
1514,diagram_81.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1515,diagram_82.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1516,diagram_82.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1517,diagram_82.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1518,diagram_82.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
1519,diagram_82.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1520,diagram_83.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1521,diagram_83.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1522,diagram_83.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1523,diagram_83.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1524,diagram_83.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1525,diagram_84.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1526,diagram_84.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1527,diagram_84.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1528,diagram_84.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1529,diagram_84.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1530,diagram_85.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1531,diagram_85.png,How many external legs are there in the diagram?,There are no external legs in the diagram. The diagram is a mathematical equation with various symbols and lines.
1532,diagram_85.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1533,diagram_85.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
1534,diagram_85.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.
1535,diagram_86.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1536,diagram_86.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1537,diagram_86.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1538,diagram_86.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1539,diagram_86.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are three different kinds of particles: Z, G, and H."
1540,diagram_87.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1541,diagram_87.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1542,diagram_87.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1543,diagram_87.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
